                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    210,                0.87194,                 1.6391,                0.51102,                0.87812,                0.50993,                0.37806,                0.41108,                0.20983,                0.41241,                0.31733,                0.32937,                0.14594,                 2.3127,                  2.986,                 2.5709,                 1.6488,              0.0003328,              0.0003328,              0.0003328
                    211,                0.87556,                  1.647,                0.51514,                0.87395,                0.45898,                0.42302,                0.42127,                0.21121,                0.42013,                0.31362,                0.33269,                0.14741,                 2.2981,                 3.0057,                 2.5545,                 1.6349,               0.000332,               0.000332,               0.000332
                    212,                0.88337,                  1.667,                0.51928,                0.87866,                0.46468,                0.43258,                0.42081,                0.21575,                0.42614,                0.32545,                0.33587,                0.14905,                 2.3099,                 3.0115,                 2.5369,                 1.6538,              0.0003312,              0.0003312,              0.0003312
                    213,                0.87336,                 1.6867,                0.51716,                 0.8776,                0.50097,                0.42034,                0.42382,                0.21708,                0.40098,                0.33431,                0.33199,                0.14688,                 2.3163,                  2.957,                 2.5422,                  1.646,              0.0003304,              0.0003304,              0.0003304
                    214,                0.88672,                  1.663,                0.51795,                0.88152,                0.54147,                 0.3866,                0.42336,                0.21736,                0.42163,                0.33723,                0.34127,                0.15269,                 2.3231,                 2.9652,                 2.5079,                 1.6681,              0.0003296,              0.0003296,              0.0003296
                    215,                0.88554,                 1.6865,                0.52973,                0.87626,                0.47351,                0.43911,                0.42823,                0.22352,                0.38241,                0.35878,                0.34553,                0.15774,                 2.3322,                 3.0167,                 2.5421,                 1.6601,              0.0003288,              0.0003288,              0.0003288
                    216,                 0.8645,                 1.6616,                0.51829,                0.87724,                0.46846,                0.43916,                0.42361,                0.22057,                0.38662,                0.35575,                 0.3432,                0.15833,                 2.3028,                 2.9986,                  2.478,                 1.6314,               0.000328,               0.000328,               0.000328
                    217,                0.88681,                 1.6835,                0.51552,                0.87514,                0.49629,                0.43342,                0.43218,                0.22374,                0.40469,                0.35737,                0.34865,                0.15771,                 2.2962,                 2.9374,                 2.5254,                 1.6256,              0.0003272,              0.0003272,              0.0003272
                    218,                0.89625,                 1.7056,                0.52975,                 0.8787,                0.52256,                0.42011,                0.43229,                0.22373,                0.41778,                0.34785,                 0.3468,                0.15067,                 2.3211,                 2.9402,                 2.5241,                   1.65,              0.0003264,              0.0003264,              0.0003264
                    219,                0.87172,                 1.6604,                0.51074,                0.87308,                0.50135,                 0.4115,                0.41582,                 0.2208,                0.39651,                0.33924,                0.34026,                0.15403,                 2.3032,                 2.9971,                 2.5498,                 1.6343,              0.0003256,              0.0003256,              0.0003256
                    220,                0.86164,                 1.6485,                0.50753,                0.87179,                0.46832,                0.43613,                0.42644,                0.22101,                0.38301,                0.32999,                0.33738,                0.15166,                 2.3103,                  2.985,                 2.5916,                 1.6396,              0.0003248,              0.0003248,              0.0003248
                    221,                0.87784,                 1.6776,                 0.5084,                0.87608,                0.50035,                0.41386,                0.42353,                0.21537,                0.40884,                0.34448,                0.34845,                0.15464,                  2.343,                 3.0347,                 2.5788,                 1.6575,               0.000324,               0.000324,               0.000324
                    222,                0.86908,                 1.6439,                0.50131,                0.87823,                0.48962,                0.42034,                 0.4285,                 0.2172,                 0.4153,                0.33183,                0.34481,                0.15262,                  2.295,                 2.9868,                 2.6264,                 1.6366,              0.0003232,              0.0003232,              0.0003232
                    223,                0.88296,                 1.6155,                0.50989,                0.87755,                 0.5492,                0.38552,                 0.4241,                0.21593,                0.43374,                0.31859,                0.33792,                 0.1536,                 2.3246,                 2.9791,                  2.594,                 1.6576,              0.0003224,              0.0003224,              0.0003224
                    224,                0.86344,                 1.5938,                0.50126,                0.87951,                0.47407,                 0.4021,                 0.4092,                0.20805,                0.45084,                 0.2986,                0.32627,                0.14359,                 2.3169,                 3.0046,                 2.6483,                 1.6369,              0.0003216,              0.0003216,              0.0003216
                    225,                0.86942,                 1.6432,                  0.501,                0.87246,                0.47699,                0.41495,                  0.418,                0.21462,                0.38121,                0.33929,                0.33445,                0.15401,                 2.3078,                 3.0694,                 2.5893,                 1.6449,              0.0003208,              0.0003208,              0.0003208
                    226,                0.86736,                 1.6642,                0.50393,                0.86905,                0.53743,                0.39192,                0.42981,                0.21984,                 0.4165,                0.32674,                0.34049,                0.15358,                 2.3031,                 3.0009,                 2.5945,                 1.6287,                0.00032,                0.00032,                0.00032
                    227,                   0.86,                 1.6531,                0.49343,                0.86799,                 0.4645,                0.42867,                0.41886,                 0.2145,                0.38181,                0.34504,                0.33846,                0.15008,                 2.3014,                 3.0029,                  2.647,                  1.623,              0.0003192,              0.0003192,              0.0003192
                    228,                0.85854,                 1.6101,                0.50426,                0.87231,                0.48106,                0.41484,                0.41944,                0.21649,                0.37735,                0.34558,                0.33889,                0.15021,                 2.2975,                 2.9656,                 2.6246,                 1.6295,              0.0003184,              0.0003184,              0.0003184
                    229,                0.84986,                 1.6482,                0.49718,                0.87365,                0.46888,                0.42826,                0.41964,                0.22037,                0.41249,                0.33517,                0.34471,                0.15506,                 2.3129,                 2.9618,                  2.587,                 1.6391,              0.0003176,              0.0003176,              0.0003176
                    230,                0.85432,                 1.6215,                 0.4988,                0.86701,                0.48788,                0.41494,                0.42115,                0.22047,                0.41019,                0.34202,                0.34672,                 0.1558,                 2.2987,                 2.9671,                 2.5899,                 1.6351,              0.0003168,              0.0003168,              0.0003168
                    231,                0.87105,                 1.6931,                0.50892,                0.87844,                0.50715,                0.41927,                0.42873,                0.22556,                0.40685,                0.35267,                0.34531,                0.16011,                 2.3022,                 3.0109,                 2.5419,                 1.6606,               0.000316,               0.000316,               0.000316
                    232,                0.86857,                 1.6096,                0.51216,                0.87218,                0.49689,                0.43593,                0.43763,                0.22763,                0.40277,                0.34212,                0.34853,                0.16073,                 2.2732,                 3.0159,                 2.5609,                 1.6314,              0.0003152,              0.0003152,              0.0003152
                    233,                0.86181,                 1.5863,                 0.4973,                0.87317,                0.49877,                0.41329,                0.43085,                0.22315,                0.40235,                0.35271,                0.35268,                0.15708,                 2.2811,                 3.0337,                 2.5326,                 1.6307,              0.0003144,              0.0003144,              0.0003144
                    234,                0.85748,                 1.5789,                0.50383,                0.86999,                 0.4692,                0.43711,                0.42711,                0.21984,                0.37503,                0.35693,                0.33777,                 0.1523,                 2.2803,                 2.9815,                 2.5586,                  1.628,              0.0003136,              0.0003136,              0.0003136
                    235,                0.85669,                  1.648,                0.50058,                0.87856,                0.49503,                0.41386,                0.42003,                0.21918,                0.40223,                0.34575,                0.33754,                0.15545,                 2.2921,                 3.0003,                  2.552,                 1.6469,              0.0003128,              0.0003128,              0.0003128
                    236,                0.86286,                  1.636,                0.49719,                0.87587,                0.47511,                0.43495,                0.42664,                0.22193,                0.38753,                0.34351,                0.33549,                0.15232,                 2.3008,                 2.9854,                 2.5394,                 1.6414,               0.000312,               0.000312,               0.000312
                    237,                0.87557,                 1.6349,                 0.5144,                0.87352,                0.49041,                0.41082,                0.42346,                0.21844,                0.39912,                0.33528,                0.33931,                0.15487,                 2.2992,                 2.9724,                 2.5636,                 1.6361,              0.0003112,              0.0003112,              0.0003112
                    238,                0.85191,                 1.5948,                0.49902,                0.87606,                0.50839,                0.43244,                 0.4365,                 0.2222,                0.39454,                  0.338,                0.33956,                0.15511,                 2.2921,                  2.976,                 2.5837,                 1.6367,              0.0003104,              0.0003104,              0.0003104
                    239,                0.86723,                  1.649,                0.50263,                0.87398,                0.46722,                0.42533,                0.41885,                0.22071,                0.37891,                0.35032,                0.33879,                0.15836,                 2.2856,                 2.9866,                 2.5892,                 1.6179,              0.0003096,              0.0003096,              0.0003096
                    240,                 0.8739,                 1.6591,                0.51066,                0.87412,                0.44485,                0.44513,                0.42271,                0.21912,                0.36617,                0.36457,                0.33767,                0.15535,                  2.296,                 3.0147,                  2.559,                 1.6366,              0.0003088,              0.0003088,              0.0003088
                    241,                0.85238,                 1.6609,                0.50104,                0.86758,                0.54264,                0.38191,                0.42219,                0.22082,                0.44077,                0.32262,                0.34708,                0.15486,                 2.2875,                 2.9649,                 2.5497,                 1.6153,               0.000308,               0.000308,               0.000308
                    242,                0.85047,                 1.6147,                0.49633,                 0.8753,                0.48652,                0.43593,                0.42903,                0.21991,                 0.4136,                0.33095,                0.33985,                0.15188,                 2.2983,                  2.992,                 2.6183,                 1.6276,              0.0003072,              0.0003072,              0.0003072
                    243,                0.83132,                  1.594,                0.48364,                0.86991,                0.48442,                0.44426,                0.43444,                0.22113,                0.41877,                  0.338,                0.34677,                0.15529,                  2.319,                 3.0043,                  2.592,                  1.638,              0.0003064,              0.0003064,              0.0003064
                    244,                0.86319,                 1.6377,                0.50681,                0.87311,                0.50306,                0.41808,                0.42864,                0.22322,                0.39616,                0.34428,                0.34234,                0.15747,                 2.2884,                 3.0214,                 2.6483,                 1.6215,              0.0003056,              0.0003056,              0.0003056
                    245,                 0.8546,                 1.6419,                0.50238,                0.87091,                0.49082,                0.42924,                0.43318,                0.22225,                0.41631,                0.36084,                0.35501,                0.15797,                 2.3067,                 3.0167,                  2.554,                 1.6409,              0.0003048,              0.0003048,              0.0003048
                    246,                0.86308,                 1.6336,                 0.4944,                0.86866,                0.48787,                0.41571,                0.42685,                0.22116,                0.40465,                0.34094,                0.33991,                0.15656,                 2.2832,                 3.0101,                 2.6277,                 1.6342,               0.000304,               0.000304,               0.000304
                    247,                0.83967,                 1.6027,                0.49241,                 0.8619,                0.48799,                0.41062,                0.42803,                0.22052,                0.41073,                 0.3342,                0.34062,                 0.1539,                 2.2938,                 2.9961,                 2.6251,                 1.6422,              0.0003032,              0.0003032,              0.0003032
                    248,                0.84846,                 1.6081,                0.49335,                0.86742,                0.46169,                0.44709,                0.43749,                0.22274,                0.39916,                0.35505,                0.34985,                0.15528,                 2.2999,                 3.0048,                 2.5364,                 1.6516,              0.0003024,              0.0003024,              0.0003024
